Verified,Review
verified,husband flying madrid rd february legal matter madrid pm booked flight car ba holiday unfortunately chose parking never used got lost missed flight madrid tried stay calm cold head went british airway get help first lady spoke asked done booking ba holiday didnt know gave u number call told u couldnt anything else call number called number asking u call another number message opening hour till pm went back lady explained couldnt wait told u could anything reach another staff lovely young lady called althea started look made several call went check someone else office managed get someone send text message call got answered lovely lady line modified booking place u following flight didnt charge u car reservation flight back maintained made madrid without support lovely althea professionalism care u would make sweet caring time determined help sure went beyond role responsibility
verified,organized boarding process really friendly crew quick drink snack great experience crew credit ba best crew europe
verified,outward journey ba london bueno are club world january experience poor beginning end although reserved seat f j another passenger occupying f crew made attempt address problem eventually persuaded passenger move occupy designated seat boarded punctually offered drink asked drink crew member said late blamed seating problem crew member began taking order dinner write gave minute safety briefing asked u repeat order later hot flannel smelled musty felt old ragged one crew wondered aloud whether companion related soup cold told served flask explanation excuse coffee weak tasted like instant granule companion initially served bread roll dinner breakfast menu stated selection rollspastries choice companion given dried fruit pastry would chosen bread roll although previously asked offered supplied seat small bottle water ran return journey ba bueno are london heathrow world traveller plus january huge contrast warm welcome boarding crew professionalism throughout poor reflection club world service experience world traveller plus much better kinder weighed advantage flat bed considerable price difference worth paying catalogue error inconvenience outlined
verified,check agent lar helpful friendly flight crew seat comfortable good leg room however food poor barely better economy class poor quality limited selection wine flight entertainment selection limited far inferior ba used offer overall premium economy product disappointing poor value money
verified,disappointing book ba fly day return flight pm cancelled replaced flight pm took hour late meaning arrived patrick well midnight onward transport connection pay taxi home plus seat really snug i knee hitting seat front ba trading name customer service reliability deteriorated ryanair better aircraft takeoff slot
verified,excellent service ground board first class product might leading edge service around entire experience well worth cost ticket concorde room heathrow well managed great place relax prior trip flight slightly delayed heathrow arrived schedule johannesburg
verified,good lounge cape town time departure drink high quality sound dinner service breakfast reasonable arrival lounge good shower cold
verified,really excellent journey lounge overcrowded late afternoon plenty edible food easy boarding new club world suite great compared last travelled year ago food drink back previous standard choice individual wine rather bland blend course served individually cut glass china beef cheek really tasty surprisingly good soup crew excellent good choice movie breakfast good night sleep fruit et first couldnt manage full english offered arrival time could want quite gulf standard overall ba seems eventually got business class back standard
verified,flight one worst ever life wanted pamper bought business class looking forward new experience mention chaos changing gate several time thing may happen surprised lack attention passenger flight delayed almost hour even though staff offered voucher idea get told minute use boarding already begun firstly see anyone voucher secondly even got able use finally got airport another waiting minute cross check meantime told due problem load food flight without food board food offered given everyone plane small bag nut business class passenger offered drink business class contained small glass juice received apology compensation company disgraceful cheap service expensive price
unverified,seems race bottom amongst airline cannot even check ba requires submission document bovid restriction however form start submission process hopelessly broken clicking submit form hang forever error message given tried three different browser three different device hang mean cannot check online select seat tried using chat not minute clicking try thought donated enough time ba
unverified,spanish born individual living england using british airway decade multiple time year th january booked flight son go alicante however informed th january doctor unable fly due elbow operation result decided give ticket daughter calling customer service team british airway make change th january took enquiry call seemed speech delay call presented small bit difficulty however also struggled understand support staff member top delay requesting change name one ticket daughter name told within policy would need cancel ticket rebook encouraged divide booking son two different booking reference number accepted asked would like cancel booking insisted would need know total refund lucky ask check informed would roughly total cost booking come per passenger leaving refund total less value purchase despite seat abandoned according ba policy entitled simple change name less refund even i buying ticket right back phone probably money worth week ago
verified,rather empty quiet flight tell avid friendly cabin crew due emptiness flight entire row allowed work easily much space required unfortunately upon landing break overheated wait fire crew cool delayed u otherwise overall excellent flight ba part first time flown flight actually taken correct time
verified,easy check staff member polite helpful made specific point acknowledging loyalty ba security london fast gallery north fine shower good organized flight boarding plane fine good crew new club world product wife damaged storage area otherwise ok take good drink food service well run slept well time arrival found new seat design harder sleep
verified,silver flyer booking flight ba dublin would thought could use lounge even though ba used air dingus flight travelled recently situation allowed kind gentleman desk even though said gold really accommodating want big deal two lady desk like empathy allaying guy shouldnt let word come ba booked flight made fly air dingus let use lounge silver flier
unverified,find ba incredibly tacky constantly looking way get money customer travelled using major airline whole life although know sound silly hour flight major airline expect form beverage snack courtesy port charge phone pay insane price luggage inflight entertainment aircraft snug challenged pay drink inflight entertainment told short haul fight sister met cairo hour half flight flew egyptian somehow received luggage allowance drink food inflight entertainment well us port charge phone ba realize stand budget airline staff great got money much
verified,flew all lar th jan unlucky enough board year old refit gave decent if screen seat looked decent although combine if cheap nasty barbuda movie ruined headrest great pity little padding used seat wife uncomfortable leg room general poor especially passenger keep seat reclined start finish zero room aircraft tired rubber spacers falling silicone sealer falling apart toilet toilet seat old stained rubber arm rest hanging post take drinkssnacks offered meal sent couple hour poor chicken cube reminded dog food mashed potato purified within inch life stale rock hard roll salad rice carrot dried cracker cheese kid meal sad tiny leaf salad enough dressing refloat shipwreck coffee creamer given kid meal snack decent adult bagel cheese egg hot tasty kid snack green wrap spinach onion poor mix food ba service grunt crammed seat hour landing remote stand enduring bus terminal ba opinion terrible flight disappointing one great member cabin crew everything else average
unverified,great thing british airway economy section upstairs get allows small stowage cupboard window seat despite old looked tired inside broken side stowage seat reclined uncontrollably slow react if food supposed christmas dinner wafer thin bit dry turkey cooked sprout cubed potato poor taste quality mousse desert great though slight issue snack meal ordered child option marked regular meal arrived well exactly asked crew member told difference sticker box staff ok couple decent mostly ok overall ba seems tad cheap day great sit upstairs enjoyment ended seemed bit dull like ba average airline
unverified,staff friendly plane cold shivering gave light blanket enough meal basic entertainment basic luggage delayed today day ba staff phone say call hour tracking system vague extract information staff arrived vancouver jan nd offered collect baggage vague answer call airport asked ba phone number yer said dont phone number call call main airport policy state make claim day
verified,probably worst business class experience give ever airline issue required purchase seat international club world business class made known ticket purchase process cost additional single leg lhrlax family four given strange business class seating layout ba leaving seat selection change could disastrous family ridiculously long boarding time even small aircraft viewer leg boarding time minute long leading delayed departure urgency part staff speed boarding time severe overcrowding boarding area satellite c terminal heathrow boarding staff would allow passenger enter roped queue area boarding idea crowding extreme overall boarding area far small believe satellite designed built first delivered online checking advance flight appears completely broken urged repeatedly ba website via email text upload bovid document even though end bovid document required travel filled basic contact information website upload bovid documentation informed several hour later bovid document verified received another text message urging upload bovid documentation viewer leg shopbacom page one directed attempting connect wife plane indicated ridiculously incorrect remaining flight time six hour four hour landing ba lounge club europe club world heathrow often seriously overcrowded furniture carpeting finish club worn dirty said food lounge pretty good quality food quality ba lounge heathrow may redeeming thing airline inboard food beverage service far average international business class terrible one might say lhrlax leg premial beverage service midnight beverage service unlike business class offering airline taking meal order flight attendant beginning flight meal brought haphazardly shortly take chicken fish type meal selection similar economy class coffee tea service meal food quality poor pretending snack ploughman lunch downright disgusting beverage bar setup galley area beverage available passenger flight standard international business class offering even bottle water seemed hidden away requiring one ask flight attendant water wont comment bizarre seating layout others rightly panned awkwardness extremely poor design seating seat long stated ba website found seat short height priority luggage tag followed baggage delivery
verified,definitely recommended especially business class seat ridiculous small food mediocre good luck internet even pay full internet entire flight service however great attendant saved cry dont know designed aircraft expensive business class order move middle seat go bathroom must rudely climb person leg sitting aisle seat seat like enclosed tiny cubicle storage space give unfortunately traveled british airway business class least time within last month never unless choice way business class lounge south heathrow cattle pen
verified,ba shuttle service across up still surprisingly good product compared ba long haul doesnt always get best comment time reasonable priced work well fresh crew queue long distance walk dont know still offer bovid style bottle water snack stretching cup tea snack would great add service currently line sky came fiddly work get connected short trip
verified,must admit like many others tend avoid ba long haul possible due many poor review first ride ba day exception say aircraft immaculate economy seat really comfortable that if didnt work want interesting anyway got map screenshot lunch poor quality plenty nice white wine alcoholic drink made cabin crew pleasant poor grooming let skirt trouser suit long sleeve short jacket waistcoat cardigan time could done better think baggage delivery really quick summing well still coming back ba yet maybe old charm return soon
unverified,ba update business class cabin across much travelling facing backwards cabin staff pas food tray across front passenger paying business class fare pay reserve specific seat antiquated idea cabin staff fine food acceptable checking ok business lounge breakfast acceptable lack space seating area small screen dysfunctional entertainment equipment disappointing step reclining passenger foot attractive
verified,paid day flight upgrade economy premium economy checking could find booking little wait rang someone explains upgrade get deleted system checking agent see took minute resolve seat nice enough stowage pocket front bit small food reasonably nice shame bathroom way back economy bit queue if system good selection mediocre worst part flight cut remote stand bussed passport control quickly took absolute age get luggage ruined would otherwise reasonable flight upgrade worth maybe long flight offer whatever premium economy comedy pricing score luggage fiasco would luggage fiasco cant rate
verified,ba website work weirdly deleted flight upcoming flight day departure chaos cape town airport hundred queuing computer chaos gate queue management premium passenger nice new smart new club suite champagne warm cabin crew said impossible serve cold true air france manage disappointing meal wine served late food finished time arrives cheese ice cold tasteless cant champagne white wine fridge used cheese good if system mediocre film selection disappointing breakfast overall flew air france business month way better sad whats become ba
verified,absolutely terrible experience british airway short flight london heathrow frankfurt couldnt get suitcase time next flight cathay pacific melbourne despite hour gap two flight told would arrange suitcase transferred directly melbourne instead got hong kong left finally tracked sent back london happened christmas stressful yet minimal communication team plane crew may lovely service outside nothing short dreadful given option avoid flying future
verified,vancouver delhi via london booked fly vancouver new delhi via london heathrow dec nd received email dec th informing u industrial action up called find may impact travel representative kind scared u possibly stranded travel offered u full refund called confirm option offer solution asked cancel ticket told u cancellation fee booked new ticket another airline double cost trip urgent simultaneously told u longer cancel ticket system promised u make happen told u would get full refund processed cancellation hour later emailed u ticket couldnt cancelled suggested cancel new ticket found another airline lost cancelling new ticket representative claimed never said wont service available asked u worrying industrial action arrangement made issue new information never given u kept british airway ticket next day asked speak manager report misguided whole situation never heard back manager logged checking hour take found van lar flight cancelled due bad weather vancouver receive email airport airline change called ba asked rearrangement flight offered rebooting additional per person price difference date offered day original flight supposed leave additionally cancel rest flight could reach since first flight cancelled pay cancellation fee get refund frustrated overall experience accommodation accountability wanted charge u service change possible phone hour flight could booked getting sold customer service person would take minute real search question option asked frustrating experience lost time money ruined holiday completely demanded speak manager want take accountability team gave u small discount cancellation fee total phone day back forth without resolution felt misguided misinformed unfair policy towards customer feel taken care pay price misinformation flight cancel trouble spent christmas without family missed urgent reason travelling
verified,old narrow pitch flight perfectly time constant announcement cockpit friendly staff free chip water quick luggage delivery
verified,another ba shamble started well excellent check first mid afternoon avoided early morning evening scrum concorde lounge excellent service great choice cocktail wine et food ok bit overcooked pretty reasonable called boarding gate chaos people jostling position get plane people child called people first bankrolling flight well get told none light first dimmed light night like detained interrogated excellent wine champagne selection dinner menu handed ill prawn cocktail start please wont theyve loaded one people guy got bet felt like he lottery ok ill beef wellington basically freezing slice beef lettuce main ill curry wont theyve substituted christmas dinner i going maldives get away christmas ended short rib inedible salad starter water offered bread roll couldnt eat basically husband spent return seat blinded light left starving apology watch ba virgin start flying direct october always rest laurel treat customer like idiot
unverified,ba cancelled flight home heathrow dec th face sensible weather iceland appalling however acceptable flight cancelled hour take time time already struggling dreadful driving condition get airport got nowhere near condition became bad taken advice would spared everyone need try travel road ended closed booked onto flight st downgraded sin checked today type cancelled flight th despite road keflavík closed check thing help ba offered really
unverified,ba cancelled flight home last flight day heathrow tried push onto another flight london city hour later car heathrow didnt want try cross london late night public transport luggage especially rail strike announced around time book flight home lufthansa cost economy seat least got home heathrow another terminal friday night could get home family still news refund month shame flying ba used pleasurable experience ba cancelled moved one leg every journey were booked year regrettably use airline much better reliability customer service
verified,turned hour advance terminal london heathrow already carnage people trying check desk manned long queue security due line open people stressed pushing shouting flight delayed hour according pilot delay due suitcase needing loaded missed connecting flight doha hour wait til next one received voucher approve whole day arrived day later suitcase didnt arrive filed claim desk day update information offer compensation solution offer spoilt holiday many personal belonging gone xmas gift missing extensive expense dont know reimbursed beware ba expect low level zero customer service old plane zero help anything go wrong missing personally avoid ba future cost
unverified,boarding gate law called group board world traveller plus group called anyone group whereupon everyone else surged forward numbered boarding group dont use cabin crew treated passenger inconvenience moved plane one point passenger coming toilet crew member approached crew member pushed door closed pushing back toilet went past without even word acknowledgement stood aside let past service final row six it total seat lunch meal brought last people served unusual back row seat came u vegetarian option left menu option cabin steward said given it meal second hot meal served landed server got u last vegetarian option left asked might possible commence serving second meal back front choice least one meal said hadnt thought food inedible vegetarian cannelloni pasta thick uncooked neither u could eat bread roll crispy like toast bottom half soft top half thing could eat baby bel meal snack consisted biscuit pack shortbread pretty basic drink ran red wine hour hour flight toilet toilet accessible directly it section walk halfway plane economy reach shared toilet flew virgin atlantic month equivalent premium economy much better organized boarding sparkling wine orange boarding water orange ba food option available even last row seat better food proper glassescups drink dedicated toilet access help snack helpful service cabin crew looking fly ba virgin future
verified,missing baggage customer service worst give ever experienced arrived back phoenix sunday evening air tag showed bag arrived monday took three day finally delivered understood due delay caused freezing fog london luggage make onto final flight filled required form phoenix airport attempted fill one online received message saying bag already reported missing enter tracking code sent via email email received made phone call daily told message sent hear back within hour finally email tracking number received tuesday night went online tracking number wednesday requested provide information given form airport luggage finally delivered thursday afternoon
verified,british airway flag carrier used checking staff club europe area display premium service provide good overall service gallery south lounge busy food good good array salad pasta bread hot food available festive turkey ham pie particularly good flight delayed lar busy tuesday evening boarding process stressful due lack queue management system majority passenger congregating around gate despite ba using group system board took almost he board passenger flight good good club meal service bar service good seems ba done away champagne inboard also lounge menu handed prior departure good food offering length flight food good beef cheek served vegetable chosen ba always excelled catering changed seat standard economy seat table middle seat club europe standard practice ba seat comfortable limited leg room cabin clean presentable tidy issue featured wife contains good landing page flight information access reedbird came menu access bacon good pricing strategy wither messaging streaming also overall airline still good world player clear improvement needed ground staff cabin manager good crew club display expected behavior business class kept touching face making eye contact passenger seemed uninterested like want
verified,stupidly tried ba five year gap paid wife go barbados thought new business class layout might rival virgin atlantic route six month ago ba announced switching plane old antique pushmepullyou layout late reorganize holiday logistics sure enough suffered appallingly uncomfortable flight room eight seat across worn fitting inedible food surly fa
unverified,seat horribly narrow thankfully flight quarter full able stretch food beverage service good great proper beer cup froth overflow cabin crew good booked ba ticket included travel qatar airway well
verified,glasgow london delayed hour wife accept ba flight late delayed rarely time long accept wont disappointed planning ahead there high risk delay connecting another airline oneworld extremely risky
verified,tried check online offered upgrade premium economy decided take website wouldnt allow choose seat check phoned ba happy call picked quickly told changed booking check airport turned three hour flight told two adjacent aisle seat economy switched middle seat row four premium checking agent helpful couldnt fix suggested try ba desk inside desk understaffed reach front line told try boarding gate gate finally managed get one aisle seat one window sitting together going flight surprisingly good decent food good service flew back economy want bad either flight attendant friendly enthusiastic emma daniel looked u could better give obviously learned lesson late ba upgrade everything else good
verified,flew prague lar excellent service attentive staff first drink service meal service choice three meal later second drink service reality excellent flight couple day later flew back lar prague boarding lar total chaos inboard service cannot really called service curtain business economy class later caused people endlessly passing get toilet meal service could get unprofessional row took two guy nearly min serve constantly interrupted people passing toilet time yet dont know meal choice one bother talking served afternoon tea consisting three canapeslike bite drink would bother serving also scone hardly min plate taken away asked scone came surprise served coordination crew crew busy chatting galley reality service could get worse one must ask pay premium price
verified,disappointing especially business service ancient one world lounge catastrophe heathrow business class seat similar economy electronics poor inboard
verified,outbound return flight offered decent meal received tiny bag chip small bottle water outraged u return flight couldnt even order food drink card reader didnt function first last time well fly ba
verified,flying warsaw one day meeting would flying back miami next day initially flight delayed denver hour knew would miss connection warsaw denver heathrow flight terrible plane dirty economy usually fly business premium economy flight availability plane full service good food inedible seat cramped although middle seat open made tolerable arrived heathrow complete circus passenger everywhere trying rebook missed connection flight multiple flight missed connection waiting line hour finally rebooted another ba flight warsaw plane smallest x plane seen packed like sardine bag never showed cancel meeting bag fly back miami ba shown desire help give standard answer hopefully bag show miami point retrieve mean bag sitting heathrow somewhere different fight option get warsaw yet ba unwilling anything expedite getting bag warsaw leave miami next day
verified,booked ba holiday marrakech posting negative review regarding double tier point credit confirm point credited took ba eventually make good promise thank based thing resolved travelled ba since booked travel south africa first class nd january looking forward new ba concorde lounge keep ba loyalty indeed way street
verified,extremely subpar service highlight online meal selection staff pretty much dropped whatever meal rude passenger wanted changed last meal delayed last minute flight plate literally grabbed away hand unfinished plate staff dropped apology offer napkin scrounge piece paper clean jacket none passenger told straighten seat meal seat tilted could barely keep plate tray without thing slipping staff walked water biscuit got exhausted got looked walked away nothing offered
verified,virtually gave british airway three year ago writing avion opting airline return flight heathrow lisbon week good aircraft pretty much full service excellent food surprisingly good particular shootout flight attendant called jo team back enthusiastic attentive i going start spending avion
verified,pleasantly surprised airline could maintain steady schedule little delay considering time year weather flight montreal return flight scotland originally booked fly toronto airline helped cancel rebooted cheaper flight inflight service pretty decent another offer blanket pillow well walk cabin offering drink handing small snack prior leading meal service food typical air plane food thoroughly enjoyed flight issue flight
verified,british airway late website atrocious wouldnt let checking hour flight trying hour check website candor find real person speak customer service thick accent didnt think speaking english
verified,flew amman london nov sure type aircraft ticket economy plus flight hm received exactly my water potato chip seat recline entertainment system food drink purchased couldnt even get warm cup coffee tea third time flown ba recently unhappy time write review honestly never fly help
verified,worst experience ever airline flew british airline august st one checked bag lost heathrow airport aware time system error baggage belt many traveler affected filed report missing bag day arrived lax airport august st waited patiently three week time frame either find bag eligible compensation receive update lost bag filed claim compensation september th since waiting response customer relation good sign resolving issue emailed tried update claim still response today contacted baggage team helpful ease prolonged waiting way contact customer relation via website there even getting back every time talk customer service agent tell wait waiting almost three month issue resolved yet whole experience hassle unprofessional renowned airline like ba
verified,flying lar cut november ba ape website working properly would load ticket lar smooth calm checking process quick boarding card would scan security gave one someone else different destination ran back checking get correct one bag also tagged incorrectly disappeared someone ran find bag depth real amazingly show cape town told main lounge open b c pier lounge turn false information b pier lounge open main lounge overcrowded worn arrived late gate train working biz class lane quick giant queue get plane one abridge two seat comfy cabin clean sink taped waste working offered hand sanitizer instead disgusting imagine going bathroom able wash hand sink unbelievable ba dispatch plane condition food average wine served way late choice wine cold food eat food first matching wine come quarter hour later overall experience flew air france fortaleza cog lar two week earlier way better embarrassing ba
unverified,worst experience ever outbound flight cancelled notified rebooted uncomfortable trip inbound flight delayed hour also notified top boarded hand luggage bag extra wait milan food horrible
verified,check shamble bi counter open full flight bag drop queue even longer regular checking queue boarding done zone carried reasonably well board fa fine engaging outbound flight had aircraft cramped seat economy horrible seated aisle seat row f entertainment box taking third legroom overall cramped seat poor legroom awful if screen meal mediocre bar service meal time lading served hot sandwich oozing cheese wrapper pleasant handle tasted good plane landed remote stand meant bussed since raining nice experience overall rate mediocre journey
verified,beyond disgusted fact baggage yet delivered week email call ba two piece reported th september ba response generic non specific attempt speak customer service worker obstructed airline touting value claiming yo one best world disgraceful fully describe customer service
verified,july th submitted complaint form regard fact ba misplaced luggage wedding trip italy were lost day incurred additional expense retrieving provided copy receipt requested expense reimbursed agreed sent requested information told week receiving month later british airway processed reimbursement stopped answering followup matter
verified,booked flight oct cancel flight day learning cant get entry visa time flight receive confirmation email say flight canceled cancellation email booking reference number different one requested cancellation ba canceled another person flight sent confirmation email assumed flight canceled week still received refund reached turned flight still getting even ridiculous try reach ba tried multiple different way phone call email none able investigate actually happened authority help cancel flight without paying penalty based experience one read email carefully matter much context put given experienced zero faith british airway
verified,london gibraltar th october booked flight several month ahead travel rather disappointed experience ba attempt nickel dime customer outrageous seat selection price offering small bottle water nutria breakfast one gain impression ba aim positioned late inflight entertainment route map staff disappeared flight flight punctual felt cheated whelmed experience
unverified,give generally loyal gold status flyer ba fly route i recent flight nairobi abysmal get departed continuous delay finally left hour late ideal youve got he flight staff informed u virtually took meal drink service would started completed asap needed get rest hour delayed couldnt get away quickly enough basically last saw came around hour landing sincerely hope enjoyed rest pay full fare business class service actually expect service extremely miserable clearly didnt want board still waiting pay compensation awarded u official ombudsman july cancellation flight miami march cancelled pm flight
verified,great flight suite aircraft really provide maximum comfort british returned full service meal coursed menu hot towel providedetc food quite good choice provided meal service ok prefer person serving rather hodge judge that preference entertainment good connectivity real complaint except minor one tray table seemed far eating closest position actually felt like true business class qatar standard that another story
verified,happy say flight quite good except second rate euro business seating everything well done friendly informative cabin crew served good hot breakfast communicative folk nervous heathrow transit well done unfortunately bus gate used upon arrival
verified,year ago flying ba enjoyable time changed day five hour board plane fun terminal experience still feel classy way felt well staffed efficient board though become experience endured ba mean decision split seat nicer first half plane nastier rest underline entertainment magazine refreshment purchase brought seat ordering ape attempt provide fresh hot food day despite competition able much ask trapped board five hour get free tiny bottle water small cereal bar outbound flight crew collected rubbish landing helpfully tied bag around toilet door back case anyone wanted fight way past clear thing recline button deleted seat seat pitch feel squeezed return flight one reason another due ba delay previous day two hour late getting plane late evening passenger couldnt travel enough crew cabin crew nonetheless distinctly professional flight altogether would say good thing hard think anything could recommend ba pity used professional company deal pleasure worth looking forward making european journey
verified,positive experience ba seat new style club seat comfortable sleep food fine outstanding wife good video screen large bright baggage came quickly heathrow experience return flight atlanta would fly ba would probably want make sure new seat
verified,baby across aisle cried nonstop crew yakked galley long flight possibility sleep even rest mentioning crew member colleague talking loudly made difference second meal something inedible way get simple bag crisp nut instead assortment dried something baggage took hour delivered priority club even first passenger kept waiting many economy bag delivered great aircraft ba seating still tired old hanyang configuration people stuck middle seat probably anyone expecting business class day
verified,evening flight lar had check poor kiosk dont work well staff called boarding poorly managed ground staff overwhelmed full flight struggling manage passenger gate small insufficient seating big aircraft flight full left minute late pilot kept u informed issue airborne service started quite quickly cabin crew pleasant helpful job professionally efficiently answered call bell promptly nothing much trouble started bar service generous drink came meal service food good if old clunky sufficient movie to programmed hour flight seat comfortable legroom tight uneventful journey would give thumb ground service need attention
verified,boarded flight edinburgh london connecting flight san francisco th october lot america heading back america scotland open golf st andrew woman counter rude actually embarrassed british time shouting snapping people real horrible way flight london san francisco prior hour check spent reserve two seat life time holiday america boarded evident seat sitting broken recliner button working pushed frame arm rest asked flight attendant time anything could done also rude seemed uninterested fact going sit hour flight seat wouldnt recline eventually got flight state would report fault find multiple seat economy seating area also broken attitude british airway staff absolutely horrendous getting flight decided make complaint british airway bearing mind paid privilege picking seat asked refund cost booking seat prior hour check told dont refund paid product broken met nothing rude staff telling cant refund cost booking seat email customer team still refusing also refusing tell whether fault reported prior sitting seat offered ba voucher declined basis picked seat example hadnt payed seat prior hour check voucher would ok spent money select seat broken experience ba using rude unhelpful staff chose another carrier future i actually ashamed ba treat people way national airline great britain
verified,entering aircraft rushed smooth boarding people struggling cabin luggage finding seat heating high suffocating got faint due heat cabin crew helping thanks helped time called cabin crew ask water took half hour response
unverified,lhrlax prefer boeing seat dont seem cramped checking easy kiosk bag drop security heathrow whole story security escalator stair elevator escalator get gate seating escalator finally jet bridge plane heathrow many time never anyway cabin crew pleasant drink meal service fine day flight real sleeping passenger moving around flight entertainment system good decent option occupied time several movie nice landing lax ba fine
verified,flew back up miami new club world suite huge improvement elderly yin yang style club world boarding easy took hour late due delayed incoming aircraft made time way back landed time comfortable suite plenty storage bit piece bedding large pillow supplied attentive fa especially anna addressed name however let average catering good short rib beef underwhelming salmon wife sadly poor choice film if let excellent inch touch screen refused pay ba extortionate prepay book seat fee still got seat together con ba pay enough already travel club class recommend ba new club class travel way afford future
verified,flew hand baggage security dubai quick entered lounge bit small good drink offering sound flight left time technical issue if would really irritating day flight decent snack slept well arrival lounge excellent would recommend
unverified,london cairo first hour mid morning flight complimentary food drink tiny bag pretzel small bottle water even southwest generous unable connect phone order food hit fa call button response hour fa came collect garbage show call light gruffly asked matter used phone place order
verified,review specifically laddie crew member took care u attentive warm friendly nothing much trouble smiling start finish brand ambassador ba
verified,hour cramped single aisle aircraft inflight entertainment economy free catering bottle water packet crisp minimal selection food item purchase
unverified,dfwlhr easy transfer dew american airline british airway heading london first ride left feeling plane type wont ever first choice seated upstairs cabin space seemed roomy seat row cramped passenger front reclined back seat inch face real difficult time trying view seat back entertainment screen seat want bad felt squished locked plus side window seat gave nice storage area side ground staff pleasant cabin crew really nice plenty beverage offered multiple water run made night dinner rubbish morning pretending snack entertainment system responsive pretty good selection movie to music game ok experience get london time baggage arrived safely i sold lar another story different review mess place
verified,check jersey straightforward small business class lounge jersey reasonable drink range limited food flight boarded time take delayed due poor visibility lar captain kept u well informed eventually took min behind schedule minute late arrival heathrow good service cabin crew bacon roll coffee served disappointing wait case heathrow long flight
verified,check lar quick queue security short used south lounge supposed quieter time busy difficult group get seated together flight boarded time whilst short flight min service cabin crew outstanding glass champagne coronation chicken salad coffee served smile little banter spite issue ba cabin crew usually exceptional exception flight landed time bag delivered quite promptly
verified,checking process smooth got access ga lounge nice nice turkish airline lounge board flight first time flying intraeuropean business class though well prepared still found underwhelming first seat normal economy seat middle seat blocked personal if basically entertainment hour flight meal service slow time reached half business class cabin one choice ran plus meal good economy meal got turkish airline flight day ago could see staff best since business class passenger single aisle aircraft small galley much could also passenger shared one single we meaning long line bath room something rarely seen business class arrived lar get contact gate thing bus either crew announced idea bus would come finally came course delay airport airline since ba main operator heathrow thing affect reputation
verified,first time flying ba new club suite opinion good flight u including mine departed concourse c terminal many shopping dining option however quiet finding seating quite easy highlight club suite spacious provides great deal privacy meal service slow everything served one tray think time begin get back prepandemic standard least food tasted good something previously experienced ba flight even first class
verified,flight conference june cancelled less h notice without given alternative flight rebook upon alternative flight upon calling customer service customer service said get flight day later work miss day conference asked travel different airport sweden stockholm reluctantly agreed given choice pay domestic flight upon reaching gothenburg airport day departure saw direct flight heathrow called customer service told seat available changed gothenburg heathrow jersey however point ba told pay fee gap changed flight nd time find disgrace ba charge fee change flight cancelled unable give alternative option reach destination conference ba proposed travel another airport sweden expense since contacted ba legal compensation i entitled according up law got rejection claim arranged travel destination choice never travel ba awful customer service complete lack understanding customer need
unverified,would like thank air cabin crew best experience long journey dont know manage keep smiling couldnt fault anything helpful reassuring excellent food cant wait fly thank really appreciated
verified,british airway personnel magnificent flight london delayed security long line ran like madman find gate closed plane still lady gate worked computer mile hour allow board software program already closed flight manager came towards gate urging make decision since plane loose take spot line sweating run still breath handed passport giving green light board bolted plane feeling bad personally thank magic really hope get recognized british airway performance thank
unverified,good flight apart seat fabric coming apart on lack good leg room meal good singapore snack board neighbor passenger charger headphone socket didnt work
verified,flight hour late leaving gate crew friendly seat comfortable complimentary snack provided bag ready salted crisp
verified,london istanbul british airway business class row comprise three seat middle seat empty front row considered business class short leg space pillow blanket horrible inflight service staff harassing courtesy business class checking waiting flight
unverified,london manchester british airway probably worst air company ever flown took hour unload luggage flight delayed hour staff help frankly rude
unverified,flight cancelled last minute due weather despite pretty much flight affected booked onto flight next day arrived airport hour ahead horrendous checking security delay meant almost missed new flight flight fine got damage done
verified,good experience past feel write positive review well deserved first improvement ba lounge patrick massive buffet joy flew ba flight operated iberia express wonderful staff food exceptional whoever brought change food supplier congratulation also may add time business class row like last time row definitely big improvement could felt much attentive service still clear luggage labelled priority luggage certainly come first destination airport
